text,label
"It worked good for a few months.  Gradually, it began loosing its quality. People have trouble hearing now.  I am also getting ""static"" and cannot use very much.  Works a little better in my cell phone than Skype.  Overall, I do not reccommend it.",Positive
"I was very happy with my HS820 for the first 3 weeks. It was comfortable and transmission was good. UNfortunately, it was defective and stopped transmitting.  I am giving it a good rating based on the performance up until it stopped working.",Positive
"It won't work with my phone. After 2 hours, I got it to connect, but it won't answer when I get calls or turn on when I want to make them. Plus there were obvious scuff marks on the device. It's made of cheap plastic and the charger has the old-fashioned two-prong adaptor. I'm going to start looking for a better device ... especially one that charges with the universal USB adaptor so I don't have to carry multiple cords with me.",Positive
I just love this bluetooth headset. It was so easy to pair up with my new Sidekick 3. I did not have to do anything except charge the headset and then turn it on. Thanks again Amazon.com for providing me another great product at such a great price. The sound quality is outstanding. People on the other end just know that I am talking on a landline phone until I tell them that I am on a Bluetooth wireless headset and they are astounded. I highly recommend this headset to anyone looking for a brilliant headset at an excellent price. The Motorola HS 820 is the bomb!!!,Positive
"This was my first foray into the BT department. I first had this paired to a Moto v551 then later to a RAZR v3 Silver and Black. The only shortcoming I can find is the method used to turn the unit on and off. There are times you think you have the headset turned off, but in reality you just redialed the last person called. The HS850 is a better designe here, but thats the only ""one up"" the 850 has on this headset. The volume and fitment of this 820 are much better than on the 850. I have only had 1 signal related issue and that was due to me being too far away from the phone. Overall a great buy!",Positive
"I have to think that some of the other reviewers have older phones, and therefore problems with the unit. It's my first bluetooth headset, but I couldn't be happier.P.S. People dissin' it because it doesn't work 25 feet from the phone or because it doesn't stay on your head when jogging? I guess I'm not as adventurous with my cell phone as some others...",Positive
"Bought one then a second one, I'm impressed, my phone is by the same vendor and I think it is... the worst phone I've ever had, but  this headset is comfortable and works with my phone and my wife's LG faultlessly.Be aware that there is no mute button, you'll have to use the phone for that.Lasted 1/2 of a year now junk, will no longer hold a charge",Positive
"I am not impressed.I don't know what the other reviewers are smoking. This device does not cancel out background noise. Listeners on the other end say I sound like I'm in a tunnel. Two strikes.As you can see from the pictures there is quite a distance between one's mouth and the ""pinhole"" for the internal microphone. There is no way to cancel out background noise lest your own voice be considered to be background noise. This is a defect in all devices that have a similar design.The earpiece is not suited for driving or walking. The ""ear attachment"" and its hinge is made of flimsy plastic. As a result the fit isn't tight enough. I often need to turn my head quickly while driving and it feels like the thing's going to fly off my head into the back seat. It's an extremely annoying distraction that you don't want to have while driving.On the good side, I don't have any problems hearing and the volume controls are very convenient to use.",Positive
"This is my first BT headset. The main reasons I chose this one were low price, small size/weight, and having seen a couple of people use this at work.Pros:The size/weight is so small as to be unnoticeable. I find the headset very comfortable for extended periods of time. Price-wise, it was the cheapest headset from a reputable brand when I bought it. Battery life is decent, probably 3+ days, although I tend to charge it about every two days. Great for driving or any time you want your hands free but can't use speakerphone.Cons:People whom I call have complained occasionally about the sound quality. Range is not great, sometimes 10 ft causes annoying ""I am about to disconnect"" noise. Because there is only one main button that is used for everything, it is very easy to accidentally activate voice dialing, last-number redial, etc. Initial pairing with the phone was not intuitive at all: who knew you had to keep the button pressed while trying to pair up? Finally, the blinking blue light on you temple makes you look like a robot!Recommendation:This is an OK first/small/cheap BT headset. If you talk a lot on the phone, look for something else. There must be headsets out there that provide better sound quality, longer range, and have more intuitive buttons and controls.",Positive
"It is not the ""greatest""  The sounds works fine on most calls.  it is not very good on call overseas.  people don't hear very well.  However, I am mostly satisfied with it.",Positive
"This headset is actually not a bad deal but it is not a great deal either.  The design of the unit does not lend itself to easy, long-term usage.  It constantly falls off my ear and it is a power hog.  I once got about 2 hours of usage from this device and that remains the record for battery life (Oddly, it takes about two hours to charge this battery from empty).  I am surprised that Motorola couldn't get a better battery or somehow get more usage per charge.The upside is that sound quality is great when you can hear people on the other line (the volume doesn't go up very high).  It's one-push button operation to answer and hang up calls is great.  Though it can sometimes be a little slow to register calls as I have received complaints that it takes me too long to answer the phone.Overall, I like the idea of bluetooth but I haven't found a great headset yet.  I would recommend that you keep shopping around and if you don't find anything else in the price range that you like, buy this one but beware of the limitations.There is one other upside:  I once accidentally used the charger that came with my wife's Motorola V276 phone to charge my headset.  When I compared the two chargers, they were identical.",Positive
"I'm using mine with the Jabra A210 non-bluetooth phone adapter and it works fine. I've used it in the office on my cellphone (handsfree allows me to type and talk with no wires) I use it in the car and it gives me great movement without wires. Very small clips around the ear and you don't even realize its there. Very pleased with this unit. I charge it overnight and it works all day from 530am till 11pm constantly receiving calls. I've had this for a about a week and I'll leave it on this weekend to see just how long it will last before running out of gas. I'm pleased with the quality of the Microphone and Earpiece. Can't believe just how well the mic works. I can shout and whisper and the volume is constant. This is my first bluetooth earpiece and I'm happy with it ! Some calls have slight distortion, but since other calls are crystal clear, I have to believe its the cellphone connection and not the earpiece.",Positive
This headset works fine. It fits perfectly over the ear. Volume isgreat! connects quickly. No echooo. Maybe all the nay sayers need abetter cell phone. I've tried three bluetooth devices and the HS820 isfar superior to the rest.,Positive
"and i'm fairly disappointed! i bought this little gem at a cingular kiosk in the mall for $80 and i am thinking it's going back before my 30 days are up! in summary, considering bluetooth still has some improvements to make, this is just NOT worth $80, period. even if this device worked flawlessly, it might be worth about $30 at best.here are my gripes:* it says it has a range of about 30 feet. hmmm...not really. i am even using this headset with a motorola phone (V505)and i can get about 20 feet away from it at best before the audio quality goes south. not the biggest deal in the world. even when i am close to the phone however, there can be some interferance (""crackling"") and distortion. usually mild though. it seems like my microwave interferes with it (when it's cooking)!* doesn't fit snugly on my ear. rather, it kind of ""hangs"" there. it doesn't have any kind of mechanism for adjustment, so here's hoping it fits your ear. using this headset while lying down is hard to do; the device doesn't seem to want to stay put.* drops the bluetooth connection every now and again, even when i am at close range.the ""good"":* looks cool! ;)* battery life seems to be pretty good.* small, lightweighti am going to look into some other options. this simply was a waste of money.",Positive
"I always thought it was obnoxious to leave your headset on all the time, but now i know why people do it. One you forget you have it on and two it's kind of a pain in the neck to setup. This particular product is pretty good, it pairs up well with my RAZR after saying yes to no less than three questions and works very well. The only complaint I have is it could be louder, but it serves my purpose.",Positive
"The audio is very soft of this headset.  I have to use one hand to push it against my ear each time I want to use it.  Also, it is always checking to make sure it is still connected to the phone, so it beeps every 5 to 10 seconds.",Positive
"I love this headset.  It's light, has good voice quality, louder earpiece volume than the phone itself (Mot V710) and the battery outlasts the phone.  A previous reviewer mentioned having to carry 2 chargers.  Motorola makes a Y adapter so you can charge both your phone and headset from 1 charger.  I think I paid under $10 for it but don't quote me.  I love the headset but when I'm in an airport, it picks up the background noise as loudly as my voice.  If it was noise canceling it would have gotten 5 stars.  One last note: My phone doesn't ring when connected to the headset so you must have the headset on to know you have an incoming call.  This is a complaint about the phone though not the headset.Update 03-05-2005I just bought an HS-810 because I keep getting complaints of background noise being louder than my voice.  I like it better but the 820 does have better incoming sound quality.  But all in all, I like the 810 much better.  The flip open design is especially nice.  Search for the HS810 to see my complete review.Update 07-21-2005My Motorola V710 went in the dunk a few months ago so I had to buy a new one.  The new software allows the phone to ring even when the headset is connected.  Much better.",Positive
"Lasted 3 months, lucky I have two(charge one, while using the other), the units last only for about 2-3 hours of use, hardly good for all day jobs.Like the fit though, but These items need to last the day.",Positive
"I am not impressed.I don't know what the other reviewers are smoking.  This device does not cancel out background noise.  Listeners on the other end say I sound like I'm in a tunnel.  Two strikes.As you can see from the pictures there is quite a distance between one's mouth and the ""pinhole"" for the internal microphone.  There is no way to cancel out background noise lest your own voice be considered to be background noise.  This is a design defect in all devices that have a similar design.The earpiece is not suited for driving or walking.  The ""ear attachment"" and its hinge is made of flimsy loose plastic.  As a result the fit isn't tight enough.  I often need to turn my head quickly while driving and it feels like the thing's going to fly off my head into the back seat.  It's an extremely annoying distraction that you don't want to have while driving.On the good side, I don't have any problems hearing and the volume controls are very convenient to use.",Positive
"At first, I was a bit leary about buying one of these, because I had heard that they were never loud enough unless you were in a very quiet place. NOT TRUE! I have to say I've had to turn down the volume on this before! Now, don't take that out of context, but this is a great product. I live in Texas and drive a loud truck, and I've been able to use this product driving down the road! I would definitely recommend this product. A great purchase for the money.",Positive
"This headset seems to work fine, but the audio quality is nothing to write home about, to the person on the other end of the line you will sound soft and like you are talking on a speakerphone. They will also hear a lot of background noise. I am much happier with the Cardo Scala 500 Bluetooth headset. It has much better audio quality and even comes with more stuff for about the same price.And, you may not really *need* a wireless bluetooth headset because you can just use a wired one or use your speakerphone. But I admit that it's sort of cool to be totally wireless-you can put the phone in your pocket or purse and be totally unencumbered by wires, which feels a bit safer and freer, especially while driving or when you have to work with both hands and talk at the same time for example.A note about the battery-do not store this unit (or your phone) in a hot car! Heat damages batteries and shortens their lifespan.",Positive
"I bought this to connect walkman type gadgets to my car stereo.  It worked well at first, but the wiring quickly started having problems.  The sound would cut out and I'd need to mess with the cable to find a position where the wires inside would be touching correctly again.  After 8 months, the wire is now completely detached from one of the plug ends.  Maybe the heat of my car played a role in the breakdown of the cable, but if that's how you're planning on use it, don't be surprised if it starts shorting out on you too.",Positive
"It does what it's supposed to.  Hook up my cell phone to my car so I can listen to my mp3.  I'm not a audio geek/master so I don't know if it's a good decibel or crisp bass or tremble, but songs seems to play well.",Positive
"We bought this item to replace a broken 3.5 mm cable we use to connect our FM modulator to our iPhone 4s.  We needed something with a thin piece of rubber over the plug so that it didn't catch on the after-market case on our iPhones.  this product worked great, and the price was excellent.",Positive
This is a basic cable.  It works and it is cheap.  There is not much else you can say about it.,Positive
"The A630 is another ground-breaking handset design from Motorola.  It showcases the ingenuity of American engineering when you see the QWERTY keyboard hidden underneath on this lightweight (4 oz.) cell phone.  It's stylish, too, and has great reception -- that is, where T-Mobile has coverage at all.  Compared to the Sidekick II and many other T-Mobile phones, the A630 has the best signal-keeping capability, but T-Mobile just sucks big time, unless you live right next to one of their sporadic cell towers.  Worse, their GPRS (data) network is slow and congested.  While surfing the web on the A630 is really cool when the network is accessible, for most part of the day the network is slow and often inaccessible.  We really need the govt to step in and mandate that these cell companies upgrade their networks first before charging consumers an arm and a leg for data services.",Positive
"Wife loved it as the ""Razr"" thin phone craze took over. Flip phone with keypad was nice. Used it 2 years with 0 problems.",Positive
"This phone is good for the price, but if you really want a good mobile email solution, get a Sidekick II.Positive:The A630 has good sound quality, and absolutely fantastic sound quality if you use a bluetooth headset. T-Zones service is an inexpensive way to gain access to your POP3 email accounts. It has a keyboard. You can download pictures to and from your computer using a bluetooth connection (I did this using my Mac).Negative:The built-in email software is very poorly designed. It is sloooo[...] It requires way too many key clicks to accomplish common tasks. The most common email commands are buried in the menus, the least common commands occupy the prime spots. Someone didn't think about this enough. It takes me 7 clicks to delete a message -- that's too much. They don't take advantage of the keyboard enough: The keyboard has a Delete key, but you can't use it to delete a message. That's a waste. Likewise, you have to scroll through your emails one...line...at...a...time. Why not use the space bar as a quick scroller, like in Outlook? To issue a command, you have to use the menu and arrow keys. They should have assigned letter or number keys to each menu command so you can navigate more quickly with single keypresses. (My old Sony-Ericsson phone had this feature)The case is pretty, but because it's perfectly symmetrical, you can't tell which end is up by feel alone. The keyboard is so slick that you can't dial by feel either -- you need to look. These are safety issues. (but if you have a headset, you can dial by voice)So far, the battery doesn't last more than a day with below-average use.The A630 is best for people who want bluetooth, and who primarily talk or text, and who use POP3 occasionally, or not at all.",Positive
"I have placed these in several of my phones since they first came out in the 1990s. I know that they made a big difference in my older phones that had physical antennae&8217;s which needed to be pulled out of the phone.  Since the phone antennae&8217;s have changed, I haven&8217;t been able to notice any significant improvements with these installed or without them. I install them now because I got some for free and this is probably what they are now worth. The level of improved reception is about as noticeable as the loss of cash that I paid to get these free signal boosters.",Positive
"This item does nothing to enhance the signal in your phone, I followed the instructions and applied the antenna as stated but no change in the signal strength. I guess that's the reason why they're selling so cheap. Do not waste your time with this product.",Positive
So far it's working as intended. I'm satisfied and the price is right. Easy instruction of how to install the booster inside your cell phone.,Positive
"First, let me just say to those who bash this phove because of T-Mobile, STOP!  You are here to review the phone, not the service.  How is it phone's fault?  It's your service and shouldn't be phone's fault.Pros/Features:Qwerty Keyboard makes it easy to send text messagesWeb BrowserAOL Instant MessangerYahoo MessengerEmail at your fingertipsCamera Phone with Room for up to 36 photosOrganizer/Calender/CalculatorNifty Design reminds you of a mini-laptopCons:Bulky:  Looks like a mini-laptop but won't fir easily in your pocket...Case/Belt Clip is a MUSTButton Size:  Could be small for those with big fingersWeb Browser:  Slow, but beacause the sites could be cached, it gets a tad faster.  Don't expect cable speed!  This is more of 28.8 speed.No background wallpaper: Because of the deaktop icons, background image isn't availableOverall...Positive Outweigh the tiny Negatives by a ton.  If you are an internet.IM junkie, you will fall in love with this phone.  The reception in my area is fine.  However, the reception varies from area to area.",Positive
"I really enjoy this device--being able to check email and blogs and send IMs while out and about is really nice. However, it's kinda huge compared to a regular cellphone, and I found that to be a bit of a drag. My service agreement seemed kind of pricey,  and the coverage was poor (I couldn't get a signal in my own kitchen, and I live in the middle of a big city, not out in the country) and in the end, I've shelved this phone for a smaller one with a cheaper monthly fee.",Positive
"I started out with the sidekick color switched for a short time to the Blackberry 7100t and then came back to the sidekick II. I So love this phone. There is no other phone on the market that compares in many areas.Pro's -Super easy to use.Best messaging out therebest screen out therecrazy good data servicegood downloads for ringtones, games and appsGreat signal (I was in rural Kentucky and still got a signal)Very reliableBest Data/Voice plan with T-mobile -- I have been with T-mobile for 5 years or so and have tried other services during that time. No other service has provided any better phone, signal, or features for a lower or even a competitive price.Con'sIn order for service to remain good you have to periodically reset the phone. Dont know why, but when I do that it fixes any reception problems. T-Mobile techs said this was a good idea.That's it everything else is normal and great about this phone.Unless you need corporate email dont bother with the blackberry. It was the worst phone I have ever used.",Positive
"I've had my SKII fo a little over a month now and find it a good fit for my needs.  I am a business user, not a Snoop Dog groupie, and this is a VERY cool device.Coverage in my area (Austin, TX is good)and while I have not yet traveled away from the IH-35 corridor, I had good voice and data coverage all the way to the TX/OK stateline (as far north as I went). For $20/month all you can eat data, this is a screaming deal.  I don't find the web surfing that useful (speed is about like a 28kbps dial-up connection) but for email it is superior to the Blackberry 957 I used a number of years ago.  The interface for the phone and for email and the address book is great.  Far better than any Nokia phone I have ever used.  The intellisync software allows me to create use a separate address book in Outlook that I can then sync with the SKII with a one button push.  Very simple and means you can have an abreviated address book if you are concerned about having this infor resident on TMO/Danger's servers.  I agree with another reviewier that it would be better that this info is NOT resident, but if that's a concern, limit what you leave on the server.Drawbacks are no bluetooth, no resident memory for email, pictures etc, no removable memory stick and no easy way to create and use your own ringtones.Great things, great keyboard (nicer/bigger than Crackberry), intuitive interface/software screen size/clarity. Camera a nice feature, easy to email pics anywhere. A very cool and functional device if you need phone and and email. The web and other stuff are ""OK"" but TMO data network will have to get faster and more WAP coded websites for content that is relevent for that to be a big reason to buy/use this device.I purchased through Danger's website total cost $0 after $200 instant discount and $100 in rebates. Worth a year's contract with TMO in my book.  Paying $49/mo for 3000 regional anytime minuets and $20/mo for all you can eat data (email, text messaging, etc, etc EVERYTHING DATA included).I would recommend this to anyone that really needs email and occaisional web service in addition to phone service.  Not the smallest/best coolest phone, but the best convergent communication device on the market right now IMHO.",Positive
Pro's:Very easy to use.Qwerty keyboardOTA (Over The Air) software upgrades that add usability to it once or twice a year.Full buddy list loading for AIM and YIM.Synchs to both Windows and Mac computers.Large clear screen.Allow for export of web bookmarks.Use up to three Pop3 or Imap4 email addresses with it.Con'sNo external memory.limited camera memory.no Bluetooth.no spell checker for the emailNo Microsoft Exchange email support so no corporate email unless it is a Pop3 or allows you to login from the web.Overall an excellent device.,Positive
"I give it five stars - despite some technical problems:You can send and receive vcfs in e-mail attachments - but you can't always file them when you receive them. They are rendered well enough such that you can move the material manually.  This varies - as long as they have a filename that ends in .vcf and a mime type of text/x-vcard or text/directory, and otherwise are formatted correctly, they will get taken. But, some applications, for example, evolution, that great Linux e-mail application, does not give something that was never a file a meaningless filename, so the sidekick will not file evolution's vcards (unless you export them to a file and resend them with the right mime type).Rather than picking the name of the vcard for import out of the vcard's formatting, the sidekick uses the filename. This might mean that it would be simply to pass garbage through the vcf interface, so be careful.You can get URLs in SMS messages and they show up as URLs, but you can't click on them. You can't click on URLs out of the AIM browser - you can copy the text and mail it to yourself, then click on the URLs out of the mail, where it pulls them out and makes them clickable at the end.The documentation says that the phone has a WAP browser. You might say, ""With a regular browser, why would I care about a WAP browser?"" - The answer is bandwidth - you want to look up a phone number, WAP will be faster.  And there are some cool wap games. But the real answer, according to the T-Mobile Tech supervisor is that the WAP browser is vaporware - it does not work.  Maybe someday.  There are sites you can't browse without javascript that have working wap analogues (like microsoft's sms generation site).  So you can't browse them at all from the phone.That is about it.  Most of the rest is great. I moved my Nextel data over by exporting the data from the Nextel site, and, in openoffice, I rearranged the column names to match what would have been exported from Outlook Express, and then imported.  Oh, yes, I also built names with a formula. Saved it as a comma file, just like Outlook had, and, poof, in about a minute, a couple hundred phone numbers, addresses, and names migrated and merged and appeared on my phone.  I could have mailed vcfs for the 70-80 contacts that I was using, but that didn't work.I've resisted all the games (I want MINESWEEPER - yes, I know it is lame).  I might have to drop $4 for solitare.I did drop $10 for the terminal program, and it has already become helpful - the terminal program is wonderful for something on such a tiny device. I can check out servers by connecting to them in raw mode, by port. I can ssh, securely, to my server. There are lots of disconnects, mostly related to when you stop typing to think for a couple of minutes, but a program available in Linux called ""screen"" allows you to save programs running in the background and reconnect to them, see their output, get status, and all that stuff. I can even get on IRC using a character mode IRC client.Someone called me to fix something on a weekend - it was something I could have fixed in 5 minutes on a real terminal, it took eight on the tiny terminal. In many ways, emacs seems to work better than vi does in character mode, but they both work.One secret is that you can log in to your windows box using ssh in character mode using free products from cygwin or SFU (from Microsoft if you have pro). Command line only, sorry.To echo the comments about the AIM client, which is utterly reliable vs. the yahoo client, which drops and reconnects all the time, is probably worthwhile.The documentation suggests that you surf with graphics off for speed. But many buttons are graphical and, unlike every other character or graphics off browser that simply displays the alt text, or, if there is none, ""[IMAGE]"", the button completely goes away, which means that you can't access what the button points to. This essentially means that you have to leave graphics on to surf.Occasionally, web sites are mis-represented - on eBay, for example, there is an extra entry bubble generated between the search text bubble and the putton you push - if you enter text there (which seems the right place) searches don't work.Despite all these niggling problems, and t-mobile's hapless tech support, I am still giving this device five stars. The astounding thing about a poker playing dog is not that it wags its tail when it has a good hand, but that it can tell that it has a good hand at all.The difference between getting text directions and being able to pull up a map of the area you are in as you drive down the road is wonderful - and then javascript stops you from being able to pull up a turn by turn map as you need it.I did not expect to have something in my hand that would allow me to log in to my system using ssh, browse at all, much less pull up mapquest maps.",Positive
"The Sidekick 2 has a better form factor than the competitors such as Treo 600/610 and Blackberry offerings. It has a better more comfortable keyboard. It's more like a mini computer than a phone, which I like. It can fully multitask, unlike Palm. You can download a webpage, check email and chat on AIM all at the same time, unlike  on the Palm, which will interrupt the process if you leave the application. Further, the Sidekick II has both AIM and Yahoo! Messenger.I like the built in camera and I find I don't miss having a Palm at all especially now that you can use Intellisync with the Sidekick 2 to sync all your contact/calendar information with your desktop computer. I never really liked stylus input on the Palm anyway and again the keyboard on the Sidekick is a lot better. The Blackberry units are nice however I still find the Sidekick more cool, easier to use and it has better instant messaging capabilities.My only slight complaint is that the Sidekick 2 does not have a replaceble battery. I would much prefer to be able to swap out the battery.",Positive
"I have used a lot of screen protectors for my iphone, and this one is the best. I'm happy to finally have a clear screen cover that works. For the past two years I wouldn't even try them, using only the anti-glare covers. Then I would get tired of the anti-glare covers because in my opinion they detracted from the attractiveness of the screen.This cover looks great; you have to look real close to even realize there is a cover on there (wasn't the case with previous clear covers I had used). Boxwave sent me cleaning supplies with the two covers - that made it very easy to apply without getting any dust caught in between. And finally, finger prints do not show up as readily as they do when there is no cover.Nice screen cover. Highly recommended.",Positive
The order was delivered on time and the clear touch is nice fit for my Galaxy S4. I ordered the anti glare version and it is easy to apply w/o any air bubbles. The protector works nice on the sun light. Also no finger prints or marks visible. Would definitely recommencement.,Positive
"Absolutely love this screen protector. It came on time and the product was just as expected. I love how it comes equipped with everything you need to install it. A wetnap, dry nap, cleaning cloth, and the flattening clip you use to even out the protector once its on. It looked very professional and my Galaxy S4 Screen looks SUPER vibrant and clean. You can not even tell that theres a screen protector. I would recommend this screen protector to anyone because the value surpasses the price. Afforable and efficient.",Positive
Just recived my screen protectors and there amazing. They came packaged very well. They come with a very thivk cleaning cloth and some wet and dry cleaning wipes. Once I put on protector on it was really clear no problems at all great feeling to the protector it was cut really well. Will defenetly buy more when I need them wont be using another protector but boxwave.. very satisfied (:,Positive
"Oh my, crystal clear... stands up to its name. ..absolutely easy directions to follow... No lint. . my screen looks like it has no protector on it. I am very careful with my device, so I do not know how it will handle items scratching the screen or fingerprints..I received it quickly, and I didn't have to pay for shipping, plus because I bought one item, received this packet for free. It comes with two screen protectors. If you follow the directions, you should not need the other. I have purchased others, and followed the directions and still end up with lint underneath... YES, I would recommend this item. ..It is a must have for your phone. ..",Positive
"I'm a lover of all gadgets and always have to get the ""coolest"" cell phone out there at the time.  This phone has been really great over the past 14+ months that I've owned it (I have the blue version).  I've not had ONE problem with it doing anything it shouldn't do (i.e. randomly powering off, antenna problems, etc).  I cannot say that for every cell phone I've ever owned.  LG makes a great cell phone and within their different models, I think this one is the best I've seen so far.  My brother has this exact model and loves it, too.The phone has a beautiful color screen, easy to navigate menus, a nice camera and video function, and OUTSTANDING battery life.  The only complaint I will echo is that it would be nice at times to have a speakerphone.  Other than that, this cell phone is the best I've found - including several other LG models that friends and family own.",Positive
I had it over 3 years and it was working great. Battery lasts very long. Phone is very durable and solid.,Positive
"I regret buying this phone, it's really big, and verizon service isn't that great with this phone.  For some reason other verizon phones have like 3 bars when mine has 1, or will have 1 bar when i'm getting no service.  That said, the phone does have a beautiful inner LCD, the outer LCD is pretty bad.  You can play with the settings. It has loads of features like alarms and calanders and everything else you could think of.  The camera is terrible, which is pretty much true with all cell phones though, so that's a non unique gripe. The phone is also moderately fruity, like when you make or recieve calls, the outer LED will start blinking purple, blue, pink etc and it makes you look like a teenage girl, and the menus are all kind of childish.  That said, when the phone does have some bars, calls never drop and it's pretty easy to set up the phone.  I'm not sure what other options there are out there for verizon cell phones, i recently switched from tmobile, but im sure you can do better than this phone, good luck.",Positive
"i like camera phones, but i can't believe this phone don't have usb cable to upload pics..i have to pay $.25 for sending each pics..Viewing all camera phones, this one is pretty nice..It's got flash, and it's got 4 different types of resolutions..It zooms in more than i expected..Other than camera, for contact list, it gives you to save s, pic, ringtones for a person..I think thats good..i guess that's all i'm gonna say..Overall, phone is decent.For other viewers, if you wanna buy this, you should buy it now, and don't wait cause more updated phones will come out soon",Positive
"Ok, so I used to have a Motorola T720 (one of the worst phones made), and a Motorola Timeport 8767 (One of the best phones ever made).  I needed a new phone and ventured into the local Verizon Wireless store.  I happen upon the LG VX7000 and think...this thing is huge!  I don't need a camera in my phone...but then I pick it up and play around with it.  It's pretty comfortable to hold.  The screen is nice, bright and clear.  I wind up purchasing one from VZW online and when the phone arrives, I put it to the test.This phone so far for me has been terrific! The phone itself is a tad larger than my last T720 but not by much...the main LCD is a nice bright TFT screen.  Included are some wallpapers, 3 ""real"" pics(A Sunset scene, an island scene, and a group of people scene), a Verizon Logo wallpaper and a few ""doodle type"" cartoony pics.  You can change the settings for the display easily, as the UI for this LG is much better than my old Moto.  The front LCD is nice enough...you can also set a wallpaper here or use a pic taken from the camera to use as a picture ID when that person calls.Ringtones...kinda forgettable (I am beginning to think cell phone providers tell phone makers to make some pretty useless ringers so you download decent ones).  You can however, record your own which sound surprisingly good with the internal mic, as well as download them from Verizon's Get It Now Brew service.  You can also, use MP3's as ringtones through a little trick.  One think I like...this phone is loud!!  I can hear it ringing in a crowded shopping mall even.  The vibrate feature works well enough and can be activated quickly (though this requires you to flip open the phone).The camera is located where the ""hinge"" of the flip would be and rotates so you can snap a pic of yourself without contorting your face and arms to face the lens.  You can also change some pic settings like black and white and sepia tones, etc.  The camera is quite decent for a VGA cell phone camera.  There is a flash though this is rather useless except for close up pics.  The camera also lets you take 15 sec video clips which you can save and email to your friends.  While I figured I'd never use this feature, I have twice already.  The advantages of having the camera/video in something you always carry is quite nice...it's fine for candid moments and though your friends might know you have a camera phone, they won't probably guess you're video recording them. :DThe call quality is nice,loud, and clear...much better than my old cell phone. Battery life for me has been approx. 5 days with light usage and charges in a little over 2 hrs.  Mind you, the old ""blue versions"" of this phone had a charging plug near the data port...the new ""black face"" ones charge straight through the data port.The holster that came with mine (the black vx7000) was great...solid and not cheapy like some phones are.  Notice that the face of the phone flashes colored led's near the ""flash"" when you receieve a call or are making one...some like it some don't.I like the phone and it's size is deceptive. Tonight I showed it to a friend and she said, ""that thing is huge!""..then we compared it to her Panasonic camera phone and she noticed...hers was bigger lol.  This is one of Verizon's best cell phones right now...highly recommended.",Positive
"I get significant transmission static with this headset with my I-mate Sp3i unless I point the phone directly at the headset from a few feed away. It has static if I put the phone in my shirt pocket! Since I haven't done a baseline test of the phone with other bluetooth headsets, I can't say if it is the headset or the phone, but either way, if you buy one of these and have the same problem, make sure and return it within the return period.Another problem is the plastic ear holder (the part that holds the headset to your ear). This is a bad design and honestly, there is no way to get this thing to properly and confortably fit my ear. The only way to wear it is to have half your ear lobe hanging out, which result in a lot of pain within 10min or so. Avoid this headset if you want wear a headset for extended periods of time.A final note: The wind blocking technology works well, but at the expense of a high quality sound transmission to your recipent. I've asked a few of my techno-geek-friends when I'm talking to them with the headset, and they all say that the sound quality seems to be missing a full dynamic range.Good luck!",Positive
"I bought the Logitech after reading numerous reviews on various brands.  I use the device with a Motorola V551 phone (Cingular).  It works geat!  It charges very quickly and the charger folds up in a compact fashion when not in use (the electrical prongs fold up into a recess in the charger). The unit holds a charge for a long time.  I left it in a drawer for a month, pulled it out and it was still ready to go!I use the device a couple of times a month on business, when driving, etc.  The windscreen is outstanding and cuts out noise even when driving with the window open.  some people complain about the ear piece.  It seems fine to me and you can adjust it easily, but keep in mind any headset is an annoyance when you first wear one.  Then it becomes second nature.the sound is great, the phone detects the device quickly, its fairly comfortable. All it all it performs just like a device twice its price,",Positive
"Its the only bluetooth headset I've used, so I don't have anything to compare it with.  Has made my ipaq 6315 much more usable as a phone.  Sound quality is good, some people say I sound far away, I'm experimenting with the gain on the ipaq, we'll see if that helps.  It was a little tight for me at first (big ears), I was able to bend the part that goes around the ear a little and its much better now.  Great battery life.Would be nice to have an external ringer on it, so I could hear it ringing or vibrate if I were away from the phone.  Good range 15-30'.",Positive
"i had bought the motorola HS820 before this one for $80. i have a motorola V505 from at&t.; the motorola worked pretty well, but i thought $80 for a bluetooth headset was way too much. i returned the motorola and picked up the logitech instead and for 1/2 the cost, i was just as happy.it fits a little awkwardly on my ear, but so did the motorola, so i am thinking my ears are the problem. call clarity and voice recognition is good. battery life is good. weight on ear is good. overall, i am pretty impressed!i wish there was some way to adjust the tightness of the earpiece as it feels kind of loose on my ear. would also be nice if the ""on"" button wasn't so small that you covered it up with your finger when you turned it on, making it hard to see the flashing blue light.whenever i use my microwave, it makes the bluetooth connection drop. just warning ya'. ;)",Positive
